0,30,63.63455,58.476,224.352,31.425,0,0,0,0,30.24762,6.36346,11.814,7,21477,14.04530444,47.55566667,1.733,358.7645335,12.5
0.010416667,30,61.67313,58.459,224.324,31.42,0,0,0,0,30.21283,6.16731,11.812,7,21474,14.0787292,48.01326778,1.732989561,360.7079473,12.84320125
0.020833333,30,61.71973,53.069,224.373,30.827,0,0,0,0,31.04771,6.17197,11.589,7,19620,14.09699953,48.26055988,1.732536898,361.7612202,13.02868846
0.03125,30,62.16018,51.462,220.973,30.27,0,0,0,0,31.67387,6.21602,11.38,7,19334,14.09667949,48.24809256,1.729675058,361.7202893,13.01945793
0.041666667,30,64.57526,49.73,217.74,29.719,0,0,0,0,33.15925,6.45753,11.172,7,18978,14.09399862,48.18797024,1.720652995,361.4994674,12.97476566
0.052083333,30,67.84871,47.194,214.339,29.059,0,0,0,0,35.11773,6.78487,10.925,7,18321,14.08730738,48.0460069,1.702069717,360.9712784,12.86915281
0.0625,30,72.14054,47.16,219.925,29.676,0,0,0,0,37.86587,7.21405,11.156,7,17855,14.07890538,47.84344663,1.672328976,360.2408975,12.71865081
0.072916667,30,72.47069,44.126,213.292,28.602,0,0,0,0,37.86587,7.24707,10.753,7,17237,14.071399,47.60795934,1.631422409,359.4375004,12.54401956
0.083333333,30,69.7643,40.893,207.115,27.556,0,0,0,0,36.8501,6.97643,10.36,7,16453,14.06466724,47.33840402,1.582178156,358.5550319,12.34424844
0.09375,30,67.49915,39.927,201.059,26.776,0,0,0,0,36.47441,6.74992,10.066,7,16548,14.06278019,47.08981468,1.52649161,357.8282635,12.16049178
0.104166667,30,62.83833,38.351,196.112,26.051,0,0,0,0,34.38721,6.28383,9.794,7,16295,14.06853672,46.89283669,1.465709431,357.3985685,12.01562974
0.114583333,30,62.46546,33.82,190.698,24.946,0,0,0,0,34.67942,6.24655,9.378,7,14743,14.07340466,46.65052818,1.405792957,356.8241578,11.83665645
0.125,30,53.74197,30.127,183.215,23.705,0,0,0,0,32.06695,5.3742,8.912,7,13613,14.07363165,46.32619964,1.350424788,355.9272316,11.59588431
0.135416667,30,54.44886,27.179,174.894,22.453,0,0,0,0,29.89975,5.44489,8.441,7,12807,14.07299975,45.97140122,1.299598773,354.9273801,11.33199067
0.145833333,30,50.06769,24.696,166.418,21.235,0,0,0,0,27.06813,5.00677,7.983,7,12173,14.07430918,45.62319306,1.252984821,353.9842113,11.0728069
0.15625,30,46.35457,22.34,157.98,20.036,0,0,0,0,24.70265,4.63546,7.532,7,11533,14.07843042,45.2945366,1.21047491,353.1513878,10.82808441
0.166666667,30,44.35819,22.416,150.774,19.243,0,0,0,0,23.38772,4.43582,7.234,7,12198,14.09066853,45.03788557,1.169914015,352.6816576,10.63728143
0.177083333,30,42.57931,20.641,144.789,18.381,0,0,0,0,22.19802,4.25793,6.91,7,11640,14.11100694,44.84754585,1.130963051,352.5589265,10.49617569
0.1875,30,40.00033,20.38,139.342,17.747,0,0,0,0,20.31607,4.00003,6.672,7,11978,14.13717132,44.69855487,1.094153134,352.6680439,10.38606366
0.197916667,30,40.38873,21.877,136.217,17.566,0,0,0,0,20.54218,4.03887,6.604,7,13272,14.17687202,44.65256134,1.056398512,353.3356389,10.3533764
0.208333333,30,40.77713,20.272,133.834,17.123,0,0,0,0,20.71611,4.07771,6.437,7,12452,14.2252272,44.65972104,1.018907669,354.3250158,10.36075052
0.21875,30,40.46641,21.441,131.837,17.031,0,0,0,0,20.7509,4.04664,6.403,7,13453,14.2787451,44.68845239,0.982053507,355.4782403,10.38454822
0.229166667,30,40.83539,21.895,131.328,17.025,0,0,0,0,20.66393,4.08354,6.4,7,13815,14.34299015,44.78281283,0.943434784,357.0299806,10.4580413
0.239583333,30,40.46641,21.843,131.113,16.995,0,0,0,0,20.61175,4.04664,6.389,7,13803,14.41138739,44.89192518,0.904109012,358.706771,10.54308349
0.25,30,40.50525,19.724,129.632,16.595,0,0,0,0,20.54218,4.05053,6.239,7,12514,14.47318542,44.93482391,0.866113063,360.0673616,10.57879743
0.260416667,30,40.52467,19.397,127.223,16.291,0,0,0,0,20.43782,4.05247,6.124,7,12542,14.52570388,44.90010215,0.829663583,361.026191,10.55656225
0.270833333,30,40.31105,18.065,124.57,15.848,0,0,0,0,20.40303,4.03111,5.958,7,11865,14.57229799,44.82740846,0.793690708,361.7611594,10.50618495
0.28125,30,40.11685,18.032,122.009,15.56,0,0,0,0,20.15953,4.01169,5.85,7,12118,14.61310571,44.73207196,0.758172912,362.3177637,10.43913978
0.291666667,30,40.04693,17.431,119.832,15.252,0,0,0,0,20.02734,4.00469,5.734,7,11906,14.6503774,44.64547521,0.722387456,362.8287243,10.37904051
0.302083333,30,40.34212,17.354,117.937,15.032,0,0,0,0,19.99951,4.03421,5.651,7,12059,14.68237259,44.56528531,0.686775971,363.2526013,10.32407128
0.3125,30,40.58293,17.689,116.835,14.947,0,0,0,0,20.10039,4.05829,5.619,7,12446,14.71056058,44.51705999,0.650632852,363.690266,10.29350322
0.322916667,30,40.89365,18.368,116.724,15.01,0,0,0,0,20.40303,4.08937,5.643,7,12982,14.73452166,44.51824624,0.613591444,364.1821635,10.30051545
0.333333333,30,41.16553,18.373,116.978,15.039,0,0,0,0,20.82047,4.11655,5.654,7,12956,14.75092998,44.54735833,0.576590125,364.6015541,10.32883565
0.34375,30,41.86465,18.087,116.911,15,0,0,0,0,21.16834,4.18647,5.639,7,12745,14.75630067,44.5691331,0.540899152,364.7799235,10.35177136
0.354166667,30,42.42395,19.31,117.556,15.207,0,0,0,0,21.6136,4.2424,5.717,7,13597,14.75151454,44.61081636,0.505744524,364.8111516,10.38990541
0.364583333,30,43.94649,20.389,119.384,15.53,0,0,0,0,22.1354,4.39465,5.838,7,14171,14.73770793,44.70824777,0.470249535,364.818277,10.4702962
0.375,30,48.77431,25.748,121.592,16.371,0,0,0,0,24.68178,4.87743,6.155,7,17637,14.71731359,44.9695981,0.432174266,365.1526659,10.67461704
